"","ensembl_transcript_id","ensembl_gene_id","mgi_symbol","chromosome_name","transcript_biotype","transcript_start","transcript_end","transcript_count","feature_symbol","feature_id"
"18631","ENSMUST00000167131","ENSMUSG00000079652","Fam71f2","6","protein_coding",29279593,29287780,3,"Fam71f2","ENSMUSG00000079652"
"18632","ENSMUST00000159200","ENSMUSG00000079654","Prrt4","6","protein_coding",29169232,29179584,1,"Prrt4","ENSMUSG00000079654"
"18633","ENSMUST00000061764","ENSMUSG00000079657","Rab26","17","protein_coding",24527241,24533726,5,"Rab26","ENSMUSG00000079657"
"18634","ENSMUST00000188641","ENSMUSG00000079658","Eloc","1","protein_coding",16641725,16656884,11,"Eloc","ENSMUSG00000079658"
"18635","ENSMUST00000196029","ENSMUSG00000079659","Tmem243","5","nonsense_mediated_decay",9100668,9158080,4,"Tmem243","ENSMUSG00000079659"
"18636",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000079662","ENSMUSG00000079662"
"18637","ENSMUST00000128151","ENSMUSG00000079666","1700015F17Rik","5","protein_coding",5437827,5457378,3,"1700015F17Rik","ENSMUSG00000079666"
"18638","ENSMUST00000172075","ENSMUSG00000079669","Gm17396","9","processed_transcript",117252536,117254696,1,"Gm17396","ENSMUSG00000079669"
"18639","ENSMUST00000115480","ENSMUSG00000079671","2610203C22Rik","1","antisense_RNA",9560832,9631092,5,"2610203C22Rik","ENSMUSG00000079671"
"18640","ENSMUST00000010348","ENSMUSG00000079677","Fdx1l","9","protein_coding",21067520,21073544,5,"Fdx1l","ENSMUSG00000079677"
"18641","ENSMUST00000203074","ENSMUSG00000079679","Vwde","6","protein_coding",13156299,13224965,4,"Vwde","ENSMUSG00000079679"
"18642","ENSMUST00000115494","ENSMUSG00000079681","Zglp1","9","protein_coding",21062393,21067093,2,"Zglp1","ENSMUSG00000079681"
"18643","ENSMUST00000218087","ENSMUSG00000079685","Ulbp1","10","protein_coding",7440362,7473361,5,"Ulbp1","ENSMUSG00000079685"
"18644","ENSMUST00000176659","ENSMUSG00000079693","Vmn1r-ps150","17","unprocessed_pseudogene",21323031,21323766,1,"Vmn1r-ps150","ENSMUSG00000079693"
"18645","ENSMUST00000115553","ENSMUSG00000079694","Gm14862","X","protein_coding",9250928,9256899,1,"Gm14862","ENSMUSG00000079694"
"18646","ENSMUST00000054871","ENSMUSG00000079700","Fpr3","17","protein_coding",17887852,17971677,2,"Fpr3","ENSMUSG00000079700"
"18647",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000079709","ENSMUSG00000079709"
"18648",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000079716","ENSMUSG00000079716"
"18649",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000079733","ENSMUSG00000079733"
"18650",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000079735","ENSMUSG00000079735"
"18651","ENSMUST00000225585","ENSMUSG00000079737","3110001I22Rik","16","processed_transcript",13671929,13678388,3,"3110001I22Rik","ENSMUSG00000079737"
"18652","ENSMUST00000067621","ENSMUSG00000079741","Nlrp4g","9","transcribed_unprocessed_pseudogene",124348872,124356970,3,"Nlrp4g","ENSMUSG00000079741"
"18653","ENSMUST00000115931","ENSMUSG00000079794","","GL456210.1","protein_coding",135395,136519,1,"ENSMUSG00000079794","ENSMUSG00000079794"
"18654","ENSMUST00000096862","ENSMUSG00000079800","","GL456210.1","protein_coding",9124,58882,1,"ENSMUSG00000079800","ENSMUSG00000079800"
"18655","ENSMUST00000115924","ENSMUSG00000079808","","GL456212.1","protein_coding",128555,150452,1,"ENSMUSG00000079808","ENSMUSG00000079808"
"18656","ENSMUST00000115964","ENSMUSG00000079834","Tmlhe","GL456233.1","protein_coding",159647,334183,1,"Tmlhe","ENSMUSG00000079834"
"18657","ENSMUST00000078775","ENSMUSG00000079845","Xlr4a","X","protein_coding",73074345,73082478,4,"Xlr4a","ENSMUSG00000079845"
"18658","ENSMUST00000119096","ENSMUSG00000079852","Klra4","6","protein_coding",130043731,130067271,1,"Klra4","ENSMUSG00000079852"
"18659","ENSMUST00000115987","ENSMUSG00000079871","Gm4984","X","processed_pseudogene",12652303,12652662,1,"Gm4984","ENSMUSG00000079871"
"18660","ENSMUST00000182663","ENSMUSG00000079884","Gm10698","9","processed_pseudogene",33728247,33728850,1,"Gm10698","ENSMUSG00000079884"
"18661","ENSMUST00000116005","ENSMUSG00000079889","Gm11951","11","processed_pseudogene",3633012,3633442,1,"Gm11951","ENSMUSG00000079889"
"18662","ENSMUST00000116006","ENSMUSG00000079890","Gm12106","11","unprocessed_pseudogene",31177818,31184374,1,"Gm12106","ENSMUSG00000079890"
"18663","ENSMUST00000116022","ENSMUSG00000079906","Gm15846","5","processed_pseudogene",122438596,122438915,1,"Gm15846","ENSMUSG00000079906"
"18664","ENSMUST00000116032","ENSMUSG00000079915","Gm16073","9","processed_pseudogene",65838167,65838683,1,"Gm16073","ENSMUSG00000079915"
"18665","ENSMUST00000044043","ENSMUSG00000079941","Gm11273","13","protein_coding",21501029,21501418,1,"Gm11273","ENSMUSG00000079941"
"18666","ENSMUST00000116058","ENSMUSG00000079942","Rpl28-ps3","4","processed_pseudogene",126069867,126070259,1,"Rpl28-ps3","ENSMUSG00000079942"
"18667","ENSMUST00000116078","ENSMUSG00000079962","Gm12643","4","processed_pseudogene",91037900,91038273,1,"Gm12643","ENSMUSG00000079962"
"18668","ENSMUST00000116079","ENSMUSG00000079963","Gm7146","X","processed_pseudogene",114198015,114198753,1,"Gm7146","ENSMUSG00000079963"
"18669","ENSMUST00000116081","ENSMUSG00000079965","Gm14853","X","processed_pseudogene",105844465,105845013,1,"Gm14853","ENSMUSG00000079965"
"18670","ENSMUST00000116082","ENSMUSG00000079966","Gm14058","2","processed_pseudogene",122214620,122215354,1,"Gm14058","ENSMUSG00000079966"
"18671","ENSMUST00000116105","ENSMUSG00000079988","Gm11970","11","processed_pseudogene",6446218,6446537,1,"Gm11970","ENSMUSG00000079988"
"18672","ENSMUST00000116110","ENSMUSG00000079993","Gm11799","4","processed_pseudogene",8166894,8167353,1,"Gm11799","ENSMUSG00000079993"
"18673","ENSMUST00000116114","ENSMUSG00000079998","Gm12947","4","processed_pseudogene",127408379,127408798,1,"Gm12947","ENSMUSG00000079998"
"18674","ENSMUST00000116118","ENSMUSG00000080002","Gm5566","5","processed_pseudogene",149660765,149661223,1,"Gm5566","ENSMUSG00000080002"
"18675","ENSMUST00000116122","ENSMUSG00000080006","Rps19-ps7","2","processed_pseudogene",140073032,140073469,1,"Rps19-ps7","ENSMUSG00000080006"
"18676","ENSMUST00000116136","ENSMUSG00000080021","Gm5915","8","processed_pseudogene",105660334,105660787,1,"Gm5915","ENSMUSG00000080021"
"18677","ENSMUST00000116168","ENSMUSG00000080054","Rpl12-ps1","1","processed_pseudogene",36957930,36958427,1,"Rpl12-ps1","ENSMUSG00000080054"
"18678","ENSMUST00000211380","ENSMUSG00000080058","Gm11175","8","antisense_RNA",70699162,70699689,2,"Gm11175","ENSMUSG00000080058"
"18679","ENSMUST00000116174","ENSMUSG00000080059","Rps19-ps3","4","processed_pseudogene",147821777,147822202,1,"Rps19-ps3","ENSMUSG00000080059"
"18680","ENSMUST00000116183","ENSMUSG00000080069","Gm41","X","unprocessed_pseudogene",86344823,86345845,1,"Gm41","ENSMUSG00000080069"
"18681","ENSMUST00000116187","ENSMUSG00000080073","Gm9427","X","processed_pseudogene",4455353,4456003,1,"Gm9427","ENSMUSG00000080073"
"18682","ENSMUST00000091710","ENSMUSG00000080076","Hist1h2aj","13","unprocessed_pseudogene",21721457,21721808,1,"Hist1h2aj","ENSMUSG00000080076"
"18683","ENSMUST00000116191","ENSMUSG00000080078","Gm15583","1","processed_pseudogene",146725581,146729090,1,"Gm15583","ENSMUSG00000080078"
"18684","ENSMUST00000116231","ENSMUSG00000080115","Eef1akmt3","10","protein_coding",127031004,127041513,1,"Eef1akmt3","ENSMUSG00000080115"
"18685","ENSMUST00000116278","ENSMUSG00000080142","Gm12838","4","processed_pseudogene",115453792,115454116,1,"Gm12838","ENSMUSG00000080142"
"18686","ENSMUST00000122447","ENSMUSG00000080152","Gm12260","11","unprocessed_pseudogene",58961812,58962222,1,"Gm12260","ENSMUSG00000080152"
"18687","ENSMUST00000116306","ENSMUSG00000080155","Gm14777","X","processed_pseudogene",92429239,92429414,1,"Gm14777","ENSMUSG00000080155"
"18688","ENSMUST00000116315","ENSMUSG00000080158","Gm14385","2","processed_pseudogene",174484701,174485576,1,"Gm14385","ENSMUSG00000080158"
"18689","ENSMUST00000116350","ENSMUSG00000080175","Tpm3-rs2","4","processed_pseudogene",27996583,27996905,1,"Tpm3-rs2","ENSMUSG00000080175"
"18690","ENSMUST00000169128","ENSMUSG00000080180","Gm17235","11","processed_pseudogene",78576237,78577355,1,"Gm17235","ENSMUSG00000080180"
"18691",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000080181","ENSMUSG00000080181"
"18692","ENSMUST00000116383","ENSMUSG00000080186","Gm14448","X","processed_pseudogene",5885743,5885952,1,"Gm14448","ENSMUSG00000080186"
"18693","ENSMUST00000116410","ENSMUSG00000080198","Gm13573","2","processed_pseudogene",60274944,60275574,1,"Gm13573","ENSMUSG00000080198"
"18694","ENSMUST00000112504","ENSMUSG00000080205","Gm15526","6","processed_pseudogene",54177480,54177683,1,"Gm15526","ENSMUSG00000080205"
"18695","ENSMUST00000107322","ENSMUSG00000080222","Gm11486","4","unprocessed_pseudogene",73415301,73418690,1,"Gm11486","ENSMUSG00000080222"
"18696","ENSMUST00000116474","ENSMUSG00000080227","Gm13343","2","processed_pseudogene",19652244,19652348,1,"Gm13343","ENSMUSG00000080227"
"18697","ENSMUST00000116491","ENSMUSG00000080237","Gm14239","2","processed_pseudogene",155459501,155460892,1,"Gm14239","ENSMUSG00000080237"
"18698","ENSMUST00000116499","ENSMUSG00000080241","Dppa3-ps","X","transcribed_processed_pseudogene",37625647,37626097,1,"Dppa3-ps","ENSMUSG00000080241"
"18699","ENSMUST00000122373","ENSMUSG00000080242","Gm15487","6","processed_pseudogene",37806086,37806550,1,"Gm15487","ENSMUSG00000080242"
"18700","ENSMUST00000116535","ENSMUSG00000080254","Fam220-ps","X","processed_pseudogene",75143688,75144470,1,"Fam220-ps","ENSMUSG00000080254"
"18701","ENSMUST00000116567","ENSMUSG00000080268","Brms1","19","protein_coding",5041404,5049917,1,"Brms1","ENSMUSG00000080268"
"18702","ENSMUST00000116640","ENSMUSG00000080298","Gm14807","X","processed_pseudogene",95252916,95253898,1,"Gm14807","ENSMUSG00000080298"
"18703","ENSMUST00000116649","ENSMUSG00000080303","Gm12419","4","processed_pseudogene",84923554,84924189,1,"Gm12419","ENSMUSG00000080303"
"18704","ENSMUST00000226899","ENSMUSG00000080316","Spaca6","17","nonsense_mediated_decay",17827158,17839071,16,"Spaca6","ENSMUSG00000080316"
"18705","ENSMUST00000116700","ENSMUSG00000080350","Gm26248","7","miRNA",11303218,11303338,1,"Gm26248","ENSMUSG00000080350"
"18706","ENSMUST00000116713","ENSMUSG00000080363","Gm25778","7","miRNA",128826347,128826467,1,"Gm25778","ENSMUSG00000080363"
"18707","ENSMUST00000116714","ENSMUSG00000080364","Gm25777","16","snoRNA",18240717,18240842,1,"Gm25777","ENSMUSG00000080364"
"18708","ENSMUST00000116715","ENSMUSG00000080365","Gm25776","12","snoRNA",91573430,91573572,1,"Gm25776","ENSMUSG00000080365"
"18709","ENSMUST00000116720","ENSMUSG00000080370","Gm22952","4","snoRNA",56761922,56762041,1,"Gm22952","ENSMUSG00000080370"
"18710","ENSMUST00000116724","ENSMUSG00000080374","Gm22953","2","miRNA",121450670,121450770,1,"Gm22953","ENSMUSG00000080374"
"18711","ENSMUST00000116730","ENSMUSG00000080380","Gm22102","X","miRNA",106697078,106697198,1,"Gm22102","ENSMUSG00000080380"
"18712","ENSMUST00000116733","ENSMUSG00000080383","Gm22103","X","miRNA",56070664,56070784,1,"Gm22103","ENSMUSG00000080383"
"18713","ENSMUST00000116734","ENSMUSG00000080384","Gm22105","10","snRNA",39749317,39749432,1,"Gm22105","ENSMUSG00000080384"
"18714","ENSMUST00000116763","ENSMUSG00000080413","Gm26473","7","snRNA",16234738,16234864,1,"Gm26473","ENSMUSG00000080413"
"18715","ENSMUST00000116765","ENSMUSG00000080415","Gm26469","2","miRNA",169061120,169061240,1,"Gm26469","ENSMUSG00000080415"
"18716","ENSMUST00000116769","ENSMUSG00000080419","Gm26475","X","miRNA",128522689,128522809,1,"Gm26475","ENSMUSG00000080419"
"18717","ENSMUST00000116784","ENSMUSG00000080434","Gm23177","8","miRNA",34295856,34295976,1,"Gm23177","ENSMUSG00000080434"
"18718","ENSMUST00000116790","ENSMUSG00000080440","Gm25848","16","snoRNA",32243712,32243855,1,"Gm25848","ENSMUSG00000080440"
"18719","ENSMUST00000116809","ENSMUSG00000080459","Mir669g","2","miRNA",10477150,10477272,1,"Mir669g","ENSMUSG00000080459"
"18720","ENSMUST00000116811","ENSMUSG00000080461","Gm22488","15","snoRNA",58146616,58146742,1,"Gm22488","ENSMUSG00000080461"
"18721","ENSMUST00000116815","ENSMUSG00000080465","Gm22486","6","snoRNA",71882557,71882693,1,"Gm22486","ENSMUSG00000080465"
"18722",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000080467","ENSMUSG00000080467"
"18723","ENSMUST00000116828","ENSMUSG00000080478","Snord23","7","snoRNA",15938762,15938870,1,"Snord23","ENSMUSG00000080478"
"18724","ENSMUST00000116856","ENSMUSG00000080506","Gm25042","3","miRNA",133431703,133431823,1,"Gm25042","ENSMUSG00000080506"
"18725","ENSMUST00000116876","ENSMUSG00000080526","Mir466j","10","miRNA",60960723,60960844,1,"Mir466j","ENSMUSG00000080526"
"18726","ENSMUST00000116880","ENSMUSG00000080530","Gm25540","11","miRNA",109466311,109466431,1,"Gm25540","ENSMUSG00000080530"
"18727","ENSMUST00000116883","ENSMUSG00000080533","Mir1191","7","miRNA",27205536,27205655,1,"Mir1191","ENSMUSG00000080533"
"18728","ENSMUST00000116888","ENSMUSG00000080538","Gm25541","2","snRNA",27539805,27539930,1,"Gm25541","ENSMUSG00000080538"
"18729","ENSMUST00000116890","ENSMUSG00000080540","Gm22711","11","snoRNA",106501245,106501377,1,"Gm22711","ENSMUSG00000080540"
"18730","ENSMUST00000116892","ENSMUSG00000080542","Gm22710","1","snRNA",118459141,118459265,1,"Gm22710","ENSMUSG00000080542"
"18731","ENSMUST00000116923","ENSMUSG00000080573","Mir467f","11","miRNA",69635400,69635519,1,"Mir467f","ENSMUSG00000080573"
"18732","ENSMUST00000116924","ENSMUSG00000080574","Mir466i","13","miRNA",17747473,17747593,1,"Mir466i","ENSMUSG00000080574"
"18733","ENSMUST00000116940","ENSMUSG00000080590","Gm22029","3","miRNA",55162314,55162434,1,"Gm22029","ENSMUSG00000080590"
"18734","ENSMUST00000116959","ENSMUSG00000080609","Gm23844","7","miRNA",67778410,67778530,1,"Gm23844","ENSMUSG00000080609"
"18735","ENSMUST00000116966","ENSMUSG00000080616","Gm22152","11","snoRNA",121030858,121030982,1,"Gm22152","ENSMUSG00000080616"
"18736","ENSMUST00000116972","ENSMUSG00000080622","Gm22676","2","snoRNA",112500869,112500997,1,"Gm22676","ENSMUSG00000080622"
"18737","ENSMUST00000116976","ENSMUSG00000080626","Mir1192","19","miRNA",23149431,23149551,1,"Mir1192","ENSMUSG00000080626"
"18738","ENSMUST00000116995","ENSMUSG00000080645","Mir1198","X","miRNA",7807101,7807221,1,"Mir1198","ENSMUSG00000080645"
"18739","ENSMUST00000117003","ENSMUSG00000080653","Mir669e","2","miRNA",10467495,10467613,1,"Mir669e","ENSMUSG00000080653"
"18740","ENSMUST00000117007","ENSMUSG00000080657","Mir669i","2","miRNA",10517604,10517730,1,"Mir669i","ENSMUSG00000080657"
"18741","ENSMUST00000117009","ENSMUSG00000080659","Gm24484","19","miRNA",9908158,9908278,1,"Gm24484","ENSMUSG00000080659"
"18742","ENSMUST00000117012","ENSMUSG00000080662","Mir1b","18","miRNA",10785446,10785567,1,"Mir1b","ENSMUSG00000080662"
"18743",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000080664","ENSMUSG00000080664"
"18744","ENSMUST00000117015","ENSMUSG00000080665","Mir1199","8","miRNA",84011515,84011633,1,"Mir1199","ENSMUSG00000080665"
"18745","ENSMUST00000117026","ENSMUSG00000080676","Gm25347","3","miRNA",115484016,115484136,1,"Gm25347","ENSMUSG00000080676"
"18746","ENSMUST00000118253","ENSMUSG00000080694","Gm11621","11","processed_pseudogene",104928216,104928804,1,"Gm11621","ENSMUSG00000080694"
"18747","ENSMUST00000121935","ENSMUSG00000080695","Gm5394","X","processed_pseudogene",121177008,121177982,1,"Gm5394","ENSMUSG00000080695"
"18748","ENSMUST00000119196","ENSMUSG00000080700","Gm15981","5","transcribed_processed_pseudogene",74316578,74317034,1,"Gm15981","ENSMUSG00000080700"
"18749","ENSMUST00000121617","ENSMUSG00000080701","Gm12340","11","unprocessed_pseudogene",76144258,76144719,1,"Gm12340","ENSMUSG00000080701"
"18750","ENSMUST00000118615","ENSMUSG00000080703","Gm13183","2","processed_pseudogene",3679802,3680590,1,"Gm13183","ENSMUSG00000080703"
"18751","ENSMUST00000121314","ENSMUSG00000080704","Gm6031","16","processed_pseudogene",15426151,15427204,1,"Gm6031","ENSMUSG00000080704"
"18752","ENSMUST00000117963","ENSMUSG00000080708","Ccnd3-ps","4","processed_pseudogene",139345300,139346180,1,"Ccnd3-ps","ENSMUSG00000080708"
"18753","ENSMUST00000121358","ENSMUSG00000080709","Gm14324","2","unprocessed_pseudogene",177734300,177738757,1,"Gm14324","ENSMUSG00000080709"
"18754","ENSMUST00000117477","ENSMUSG00000080710","Gm8107","X","processed_pseudogene",57736547,57738555,1,"Gm8107","ENSMUSG00000080710"
"18755","ENSMUST00000122397","ENSMUSG00000080711","Gm11686","2","processed_pseudogene",143881177,143881509,1,"Gm11686","ENSMUSG00000080711"
"18756","ENSMUST00000117558","ENSMUSG00000080712","Hist3h2bb-ps","11","processed_pseudogene",58954048,58954512,1,"Hist3h2bb-ps","ENSMUSG00000080712"
"18757","ENSMUST00000214955","ENSMUSG00000080713","Olfr1174-ps","2","processed_transcript",88310284,88314689,2,"Olfr1174-ps","ENSMUSG00000080713"
"18758","ENSMUST00000118625","ENSMUSG00000080714","Gm14602","X","processed_pseudogene",44529451,44529790,1,"Gm14602","ENSMUSG00000080714"
"18759","ENSMUST00000120054","ENSMUSG00000080715","Gm5406","16","processed_pseudogene",45411580,45412345,1,"Gm5406","ENSMUSG00000080715"
"18760","ENSMUST00000119017","ENSMUSG00000080716","Gm13503","2","processed_pseudogene",53551926,53552371,1,"Gm13503","ENSMUSG00000080716"
"18761","ENSMUST00000122450","ENSMUSG00000080717","B230307C23Rik","16","protein_coding",97997323,98010000,3,"B230307C23Rik","ENSMUSG00000080717"
"18762","ENSMUST00000119317","ENSMUSG00000080718","Gm8019","X","processed_pseudogene",137099516,137100102,1,"Gm8019","ENSMUSG00000080718"
"18763","ENSMUST00000121192","ENSMUSG00000080719","Gm15532","6","processed_pseudogene",119892920,119893803,1,"Gm15532","ENSMUSG00000080719"
"18764","ENSMUST00000117139","ENSMUSG00000080722","Defa-ps7","8","unprocessed_pseudogene",21232066,21232233,1,"Defa-ps7","ENSMUSG00000080722"
"18765","ENSMUST00000119860","ENSMUSG00000080723","Gm12564","3","processed_pseudogene",37556183,37556503,1,"Gm12564","ENSMUSG00000080723"
"18766","ENSMUST00000118433","ENSMUSG00000080726","Gm15366","8","processed_pseudogene",19037428,19038446,1,"Gm15366","ENSMUSG00000080726"
"18767","ENSMUST00000142433","ENSMUSG00000080727","C920021L13Rik","3","antisense_RNA",95871522,95887956,3,"C920021L13Rik","ENSMUSG00000080727"
"18768","ENSMUST00000118779","ENSMUSG00000080730","Gm11313","13","processed_pseudogene",22758927,22759358,1,"Gm11313","ENSMUSG00000080730"
"18769","ENSMUST00000121414","ENSMUSG00000080731","Rps2-ps9","17","processed_pseudogene",27784427,27785243,1,"Rps2-ps9","ENSMUSG00000080731"
"18770","ENSMUST00000118973","ENSMUSG00000080736","Gm15617","5","processed_pseudogene",72032718,72033488,1,"Gm15617","ENSMUSG00000080736"
"18771","ENSMUST00000118752","ENSMUSG00000080737","Gm6982","X","processed_pseudogene",92593809,92595368,1,"Gm6982","ENSMUSG00000080737"
"18772","ENSMUST00000121611","ENSMUSG00000080738","Mup-ps22","11","processed_pseudogene",55123695,55123937,1,"Mup-ps22","ENSMUSG00000080738"
"18773",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000080740","ENSMUSG00000080740"
"18774","ENSMUST00000120330","ENSMUSG00000080741","Gm11398","13","transcribed_unprocessed_pseudogene",23620730,23621049,1,"Gm11398","ENSMUSG00000080741"
"18775","ENSMUST00000117596","ENSMUSG00000080742","Gm14035","2","processed_pseudogene",54284115,54285589,1,"Gm14035","ENSMUSG00000080742"
"18776","ENSMUST00000122032","ENSMUSG00000080743","Gm7150","X","processed_pseudogene",153403090,153404070,1,"Gm7150","ENSMUSG00000080743"
"18777","ENSMUST00000120596","ENSMUSG00000080746","Rpsa-ps12","4","processed_pseudogene",149142497,149143388,1,"Rpsa-ps12","ENSMUSG00000080746"
"18778","ENSMUST00000119095","ENSMUSG00000080747","Gm14016","2","processed_pseudogene",118594079,118594564,1,"Gm14016","ENSMUSG00000080747"
"18779","ENSMUST00000117390","ENSMUSG00000080748","Gm15661","7","processed_pseudogene",88448675,88449230,1,"Gm15661","ENSMUSG00000080748"
"18780","ENSMUST00000118757","ENSMUSG00000080750","Gm15553","16","processed_pseudogene",75746050,75746479,1,"Gm15553","ENSMUSG00000080750"
"18781","ENSMUST00000118396","ENSMUSG00000080753","Gm15613","5","processed_pseudogene",32479560,32479885,1,"Gm15613","ENSMUSG00000080753"
"18782","ENSMUST00000119462","ENSMUSG00000080754","Rpl36-ps7","3","processed_pseudogene",100008360,100008674,1,"Rpl36-ps7","ENSMUSG00000080754"
"18783","ENSMUST00000120567","ENSMUSG00000080755","Gm15062","X","processed_pseudogene",146068808,146069174,1,"Gm15062","ENSMUSG00000080755"
"18784","ENSMUST00000117742","ENSMUSG00000080756","Gm12633","4","processed_pseudogene",90359622,90361326,1,"Gm12633","ENSMUSG00000080756"
"18785","ENSMUST00000122189","ENSMUSG00000080758","Gm5392","X","processed_pseudogene",107354879,107357447,1,"Gm5392","ENSMUSG00000080758"
"18786","ENSMUST00000119487","ENSMUSG00000080759","Gm15573","6","processed_pseudogene",53045884,53046423,1,"Gm15573","ENSMUSG00000080759"
"18787","ENSMUST00000120252","ENSMUSG00000080760","Gm7571","6","processed_pseudogene",147173481,147175116,1,"Gm7571","ENSMUSG00000080760"
"18788","ENSMUST00000119724","ENSMUSG00000080763","Gm12341","11","processed_pseudogene",76514069,76514571,1,"Gm12341","ENSMUSG00000080763"
"18789","ENSMUST00000121329","ENSMUSG00000080766","Gm13593","2","processed_pseudogene",65296178,65297369,1,"Gm13593","ENSMUSG00000080766"
"18790","ENSMUST00000120840","ENSMUSG00000080767","Gm15595","6","processed_pseudogene",18294271,18295231,1,"Gm15595","ENSMUSG00000080767"
"18791","ENSMUST00000119198","ENSMUSG00000080768","Gm12219","11","processed_pseudogene",53967063,53967505,1,"Gm12219","ENSMUSG00000080768"
"18792","ENSMUST00000121002","ENSMUSG00000080770","Gm11278","13","processed_pseudogene",21875233,21876229,1,"Gm11278","ENSMUSG00000080770"
"18793","ENSMUST00000121375","ENSMUSG00000080771","Gm11925","4","processed_pseudogene",30193647,30194181,1,"Gm11925","ENSMUSG00000080771"
"18794","ENSMUST00000120410","ENSMUSG00000080772","Gm12543","4","transcribed_processed_pseudogene",59833677,59834219,1,"Gm12543","ENSMUSG00000080772"
"18795","ENSMUST00000119689","ENSMUSG00000080773","Gm12955","4","processed_pseudogene",119519126,119520082,1,"Gm12955","ENSMUSG00000080773"
"18796","ENSMUST00000120745","ENSMUSG00000080774","Gm9143","X","processed_pseudogene",103037624,103038368,1,"Gm9143","ENSMUSG00000080774"
"18797","ENSMUST00000119727","ENSMUSG00000080775","Gm6368","X","processed_pseudogene",141980175,141982321,1,"Gm6368","ENSMUSG00000080775"
"18798","ENSMUST00000119853","ENSMUSG00000080776","Gm12174","11","processed_pseudogene",46727818,46728630,1,"Gm12174","ENSMUSG00000080776"
"18799","ENSMUST00000122392","ENSMUSG00000080777","Gm15365","X","processed_pseudogene",74713502,74713801,1,"Gm15365","ENSMUSG00000080777"
"18800","ENSMUST00000118327","ENSMUSG00000080778","Gm7199","X","processed_pseudogene",163477652,163479136,1,"Gm7199","ENSMUSG00000080778"
"18801","ENSMUST00000118088","ENSMUSG00000080779","Gm8731","18","processed_pseudogene",60778983,60779394,1,"Gm8731","ENSMUSG00000080779"
"18802","ENSMUST00000117398","ENSMUSG00000080783","Gm8250","19","processed_pseudogene",18581455,18582228,1,"Gm8250","ENSMUSG00000080783"
"18803","ENSMUST00000122108","ENSMUSG00000080788","Gm7841","X","processed_pseudogene",134052787,134054415,1,"Gm7841","ENSMUSG00000080788"
"18804","ENSMUST00000118288","ENSMUSG00000080789","Gm14007","2","processed_pseudogene",128606985,128607194,1,"Gm14007","ENSMUSG00000080789"
"18805","ENSMUST00000121348","ENSMUSG00000080790","Gm7638","16","processed_pseudogene",11185133,11186099,1,"Gm7638","ENSMUSG00000080790"
"18806","ENSMUST00000119676","ENSMUSG00000080791","Akirin1-ps","11","processed_pseudogene",85216597,85217054,1,"Akirin1-ps","ENSMUSG00000080791"
"18807","ENSMUST00000118595","ENSMUSG00000080793","Cbx3-ps3","4","processed_pseudogene",83701084,83702036,1,"Cbx3-ps3","ENSMUSG00000080793"
"18808","ENSMUST00000120916","ENSMUSG00000080795","Gm6783","X","processed_pseudogene",66969223,66970659,1,"Gm6783","ENSMUSG00000080795"
"18809","ENSMUST00000120661","ENSMUSG00000080796","Gm9159","X","processed_pseudogene",103597771,103598336,1,"Gm9159","ENSMUSG00000080796"
"18810","ENSMUST00000119553","ENSMUSG00000080797","Gm15760","16","processed_pseudogene",20545918,20546200,1,"Gm15760","ENSMUSG00000080797"
"18811","ENSMUST00000121100","ENSMUSG00000080798","Gm5135","X","processed_pseudogene",41923255,41923827,1,"Gm5135","ENSMUSG00000080798"
"18812","ENSMUST00000120790","ENSMUSG00000080799","Gm15166","X","processed_pseudogene",153509012,153509396,1,"Gm15166","ENSMUSG00000080799"
"18813","ENSMUST00000121041","ENSMUSG00000080800","Gm11582","1","processed_pseudogene",60948230,60948465,1,"Gm11582","ENSMUSG00000080800"
"18814","ENSMUST00000120962","ENSMUSG00000080801","Gm13310","2","processed_pseudogene",12082612,12083992,1,"Gm13310","ENSMUSG00000080801"
"18815","ENSMUST00000119552","ENSMUSG00000080802","Gm13804","2","processed_pseudogene",98291403,98291574,1,"Gm13804","ENSMUSG00000080802"
"18816","ENSMUST00000117528","ENSMUSG00000080803","Gm12683","4","processed_pseudogene",99520052,99520466,1,"Gm12683","ENSMUSG00000080803"
"18817","ENSMUST00000119518","ENSMUSG00000080806","Gm13005","4","processed_pseudogene",137219760,137220399,1,"Gm13005","ENSMUSG00000080806"
"18818","ENSMUST00000122013","ENSMUSG00000080808","Gm12608","4","processed_pseudogene",89442217,89444644,1,"Gm12608","ENSMUSG00000080808"
"18819","ENSMUST00000118713","ENSMUSG00000080810","Gm11737","11","processed_pseudogene",118204712,118205179,1,"Gm11737","ENSMUSG00000080810"
"18820","ENSMUST00000117403","ENSMUSG00000080811","Gm14513","X","processed_pseudogene",11684002,11684124,1,"Gm14513","ENSMUSG00000080811"
